Id,CodeArticle,CodeBarre,Libelle,CodeDim1,LibelleDim1,CodeDim2,LibelleDim2,Fournisseur,FamilleNiv1,FamilleNiv2,FamilleNiv3,FamilleNiv4,FamilleNiv5,FamilleNiv6,FamilleNiv7,FamilleNiv8,Quantite_Achat,DateLibre,Prix_Vente_TND,Prix_Achat_TND,IdCategorie
132,ART000132,1462730147193,Adidas Pantalon party,DIM1-29,others,DIM2-79,trouble,Délice Danone,Bijouterie,production,rule,maintenant,face,rond,cours,main,39,2023-10-05,918.79,562.45,CAT002
133,ART000133,0456504481836,Coca-Cola Parfum cerveau,DIM1-52,recommencer,DIM2-55,turn,Yazaki Tunisia,Jouets,the,experience,big,than,agent,promettre,hotel,92,2023-11-17,1819.85,1419.22,CAT005
134,ART000134,2132833898887,L'Oréal Cahier neuf,DIM1-19,whom,DIM2-9,coeur,Leoni AG,Sport & Loisirs,ainsi,happen,rock,chair,voice,consider,air,80,2023-06-22,1267.99,941.39,CAT036
135,ART000135,2342321611076,L'Oréal Chaussures and,DIM1-68,cheval,DIM2-38,tomber,Modern Leasing,Bijouterie,personne,éviter,besoin,region,chaîne,semblable,saint,78,2023-05-24,863.25,537.7,CAT045
136,ART000136,0124955289386,Nivea Eau champ,DIM1-99,que,DIM2-71,distinguer,Tunisie Telecom,Informatique,Congress,champ,présence,hit,où,détruire,hundred,58,2023-06-16,1776.74,1186.48,CAT027
137,ART000137,6151718275489,IKEA Pantalon camarade,DIM1-54,minute,DIM2-94,matière,Yazaki Tunisia,Librairie,loss,right,draw,fill,current,place,country,55,2024-06-07,628.48,424.14,CAT017
138,ART000138,1678112669126,Nivea Machine à laver loin,DIM1-61,inventer,DIM2-9,scène,SOTUMAG,Hygiène,can,nourrir,family,something,heart,reflect,memory,12,2023-04-25,866.59,648.0,CAT048
139,ART000139,1147732010170,Adidas Machine à laver dessiner,DIM1-8,point,DIM2-76,claim,STB,Chaussures,pretty,briser,structure,defense,recently,military,occur,43,2024-09-20,1341.68,899.89,CAT027
140,ART000140,0616756770021,Nestlé Jus usually,DIM1-55,portier,DIM2-93,center,Délice Danone,Automobiles,senior,method,retomber,receive,maybe,presque,mener,77,2024-01-20,628.34,449.63,CAT007
141,ART000141,9545009025599,LG Table sorte,DIM1-85,husband,DIM2-62,nul,Orange Tunisie,Cosmétiques,heavy,have,tôt,étonner,te,person,véritable,45,2024-11-05,1691.52,1053.78,CAT024
142,ART000142,1520850769869,L'Oréal Livre again,DIM1-29,per,DIM2-55,heureux,STB,Parfumerie,own,future,politique,verser,intérieur,morning,compare,79,2023-10-10,1351.58,818.04,CAT036
143,ART000143,3718344049636,Coca-Cola Jus robe,DIM1-89,satisfaire,DIM2-35,explain,Groupe Poulina,Électronique,reste,late,journal,tendre,mother,lead,decision,35,2023-11-09,1406.88,1103.43,CAT020
144,ART000144,9878208297376,Samsung Sac write,DIM1-24,worry,DIM2-19,public,Amen Bank,Bébé & Enfant,long,choose,cri,three,item,trade,souvent,9,2024-10-19,288.04,228.81,CAT041
145,ART000145,4424936312307,Danone Télévision habiter,DIM1-68,mention,DIM2-28,knowledge,Senia,Informatique,droit,figurer,appartenir,strategy,reason,tache,point,59,2023-02-12,685.09,453.75,CAT024
146,ART000146,5941651623192,Nestlé Cahier public,DIM1-73,model,DIM2-77,espace,SOTUMAG,Boissons,haut,there,sure,nord,cour,dès,fin,20,2023-11-14,319.03,194.59,CAT040
147,ART000147,9078515867341,Philips Télévision loi,DIM1-57,senior,DIM2-85,term,UTIC,Jouets,against,toujours,verser,éviter,for,weight,race,78,2024-10-28,886.88,570.36,CAT018
148,ART000148,6064413432753,Apple Shampoing strategy,DIM1-45,fils,DIM2-56,portier,Yazaki Tunisia,Automobiles,since,with,series,under,de,move,larme,87,2024-04-12,1358.58,958.32,CAT032
149,ART000149,7002720634599,Samsung Stylo choix,DIM1-29,étranger,DIM2-51,savoir,Arab Tunisian Bank,Boissons,structure,live,TV,façon,vent,successful,decide,1,2023-11-18,412.82,311.05,CAT014
150,ART000150,2669300893170,Philips Livre faire,DIM1-42,autant,DIM2-16,prepare,Groupe Poulina,Jouets,plan,church,lui,rester,agiter,spring,their,96,2023-04-03,864.16,584.21,CAT009
151,ART000151,3344762639342,Sony Café nez,DIM1-65,mort,DIM2-72,appartement,Aziza,Hygiène,everybody,soir,whatever,lune,bed,personne,idée,51,2024-06-17,1724.22,1184.96,CAT003
152,ART000152,6694118005374,Apple Pantalon police,DIM1-41,accomplir,DIM2-74,mother,UTIC,Maroquinerie,five,remain,cause,rôle,façon,près,wonder,52,2024-11-12,1420.45,934.52,CAT027
153,ART000153,2158624150279,Samsung Chaussures small,DIM1-42,with,DIM2-22,fear,Arab Tunisian Bank,Téléphonie,position,nation,least,hésiter,south,rencontrer,argue,89,2023-04-26,1839.94,1264.67,CAT006
154,ART000154,3207427617072,Sony Réfrigérateur security,DIM1-56,lot,DIM2-76,budget,Senia,Bijouterie,compagnie,better,former,demain,order,rouge,quand,11,2023-11-20,794.55,595.25,CAT020
155,ART000155,3715041659151,Bosch Lampe appartenir,DIM1-100,pauvre,DIM2-22,long,SOTUMAG,Bijouterie,phone,impossible,tête,garden,écrire,tâche,future,82,2024-07-31,232.48,148.5,CAT033
156,ART000156,8961642361039,Bosch Sac membre,DIM1-94,feel,DIM2-83,comme,Leoni AG,Maison & Jardin,military,simply,well,lier,lueur,pont,value,14,2024-01-06,297.16,188.61,CAT013
157,ART000157,9961659266104,Nestlé Machine à laver major,DIM1-98,tard,DIM2-84,pourquoi,SOTUMAG,Électronique,froid,leave,plaire,church,valoir,thought,puis,99,2023-08-18,1257.76,944.44,CAT030
158,ART000158,8108186617943,Nike Pain environmental,DIM1-88,près,DIM2-73,circonstance,Arab Tunisian Bank,Librairie,country,mer,capable,under,former,sometimes,price,81,2023-09-23,635.7,390.1,CAT029
159,ART000159,3219416800617,Nivea Pantalon dépasser,DIM1-39,magazine,DIM2-36,trouble,Amen Bank,Boissons,floor,rock,summer,begin,contenir,disposer,aile,46,2024-10-29,1017.14,704.22,CAT020
160,ART000160,3723683147271,Samsung Ordinateur age,DIM1-48,dehors,DIM2-37,vivant,SOTUMAG,Hygiène,memory,again,pay,dresser,over,approach,across,79,2024-05-04,1190.19,824.26,CAT025
161,ART000161,6799840767894,Nestlé Yaourt each,DIM1-95,quartier,DIM2-6,nommer,Modern Leasing,Maroquinerie,on,fenêtre,visit,but,prevent,list,against,84,2023-08-12,380.54,264.52,CAT039
162,ART000162,7573839597247,Samsung Machine à laver keep,DIM1-58,style,DIM2-14,successful,Géant,Hygiène,somme,forcer,train,carry,douter,sérieux,blood,65,2024-01-19,1294.02,840.53,CAT003
163,ART000163,3380054522800,Nike Pantalon interrompre,DIM1-68,build,DIM2-67,comme,Arab Tunisian Bank,Électronique,point,grow,specific,renoncer,war,vers,voisin,47,2024-12-20,748.84,507.33,CAT019
164,ART000164,7119918081216,Nivea Cahier lit,DIM1-77,fruit,DIM2-7,sound,Géant,Hygiène,significant,cuisine,good,comment,ou,specific,éteindre,43,2023-09-23,193.54,131.09,CAT044
165,ART000165,8214565328635,Danone Livre objet,DIM1-85,why,DIM2-78,water,Leoni AG,Librairie,together,yet,page,adresser,caresser,forward,sport,11,2023-12-04,1167.57,914.62,CAT010
166,ART000166,6029084668450,Nivea Stylo across,DIM1-90,we,DIM2-85,visible,Senia,Vêtements,like,reconnaître,save,very,stand,gloire,arrière,77,2023-10-30,1419.12,939.34,CAT006
167,ART000167,8843188485205,Nivea Chaussures rapporter,DIM1-43,effort,DIM2-17,she,BIAT,Hygiène,mouth,bande,event,candidate,tendre,parfaitement,page,83,2023-12-18,1342.56,902.69,CAT033
168,ART000168,3998935449261,Philips Sac chef,DIM1-24,name,DIM2-28,lisser,Géant,Jouets,billion,vrai,them,beat,bataille,view,placer,25,2023-12-13,456.95,288.33,CAT009
169,ART000169,5869886497671,Coca-Cola Stylo sign,DIM1-13,than,DIM2-65,cour,STB,Bijouterie,poésie,carry,vieil,pas,alone,repas,will,5,2024-04-12,1325.55,959.18,CAT050
170,ART000170,1159408215451,IKEA Fromage financial,DIM1-20,ahead,DIM2-21,couler,One Tech Group,Parfumerie,anything,visit,dinner,politique,comment,author,neuf,22,2024-03-21,1443.76,984.89,CAT003
171,ART000171,9756792287778,Danone Jus image,DIM1-31,sonner,DIM2-57,impact,Arab Tunisian Bank,Automobiles,midi,now,travailler,simply,race,dehors,rêve,97,2024-03-11,1498.33,969.12,CAT029
172,ART000172,8139890983789,Philips Lampe comme,DIM1-61,aller,DIM2-25,stop,Aziza,Maroquinerie,éteindre,become,interest,portier,jambe,couple,agent,57,2023-10-24,926.05,699.75,CAT019
173,ART000173,1118242241248,Adidas Shampoing resource,DIM1-54,baisser,DIM2-21,course,Tunisie Telecom,Parfumerie,y,général,bit,change,walk,evening,year,18,2023-02-10,1746.64,1271.97,CAT004
174,ART000174,3993788614057,Adidas Sac on,DIM1-14,attorney,DIM2-92,air,BIAT,Cosmétiques,property,aller,once,étendue,grain,like,sueur,37,2024-08-31,172.33,112.8,CAT011
175,ART000175,5823868700791,LG Shampoing read,DIM1-56,abandonner,DIM2-12,pluie,Orange Tunisie,Téléphonie,piece,those,have,rue,answer,quitter,glace,45,2023-11-04,1861.29,1136.6,CAT027
176,ART000176,2846398554743,Bosch Shampoing toujours,DIM1-31,growth,DIM2-50,pauvre,SOTUMAG,Santé,admit,tant,seulement,above,trente,naître,sound,29,2024-02-22,61.23,47.01,CAT007
177,ART000177,1807156956200,Bosch Eau peau,DIM1-19,would,DIM2-18,papa,Délice Danone,Automobiles,encore,fond,dark,silencieux,system,environ,him,61,2023-08-07,1393.66,1047.71,CAT009
178,ART000178,9303614987288,Nike Parfum tomber,DIM1-79,beauté,DIM2-1,beauté,SOTUMAG,Alimentation,face,puis,dark,vide,responsibility,able,put,33,2024-10-25,435.23,308.91,CAT010
179,ART000179,6641877580307,L'Oréal Thé why,DIM1-68,no,DIM2-55,four,Yazaki Tunisia,Automobiles,mensonge,intention,rêve,engager,bad,double,impossible,31,2023-02-18,605.8,392.37,CAT004
180,ART000180,0760954317356,Nestlé Eau instinct,DIM1-80,bonheur,DIM2-59,south,SOTUMAG,Cosmétiques,sorte,particular,cas,arbre,form,conclure,ouvrir,64,2023-08-23,1195.49,868.39,CAT002
181,ART000181,1108046619633,Sony Pain partie,DIM1-92,majority,DIM2-19,up,Carrefour Tunisie,Informatique,jamais,partir,people,cheveu,âge,sauvage,révéler,1,2024-05-10,1231.55,879.49,CAT016
182,ART000182,5679723200247,Nivea Chaise must,DIM1-86,foreign,DIM2-11,court,BIAT,Santé,for,film,across,avis,presser,nommer,deal,9,2024-05-12,1907.04,1337.72,CAT035
183,ART000183,1537795995949,Adidas Shampoing get,DIM1-3,chaud,DIM2-50,under,Attijari Bank,Boissons,poursuivre,accent,vide,perdre,espérer,simple,surface,82,2023-06-09,776.83,505.51,CAT024
184,ART000184,2050150812471,Bosch Smartphone sourire,DIM1-9,animal,DIM2-45,doute,Orange Tunisie,Cosmétiques,former,employer,serve,jamais,désormais,amour,faire,99,2023-01-17,1165.9,777.08,CAT049
185,ART000185,6153473552898,Bosch Ordinateur unit,DIM1-70,colon,DIM2-44,confondre,One Tech Group,Téléphonie,distinguer,run,friend,provide,aucun,raconter,strategy,90,2023-09-12,959.67,731.56,CAT012
186,ART000186,0428973179125,Danone Télévision society,DIM1-100,moment,DIM2-59,country,Délice Danone,Automobiles,seem,never,senior,matter,party,pull,écarter,26,2024-11-26,92.39,71.8,CAT013
187,ART000187,7363466925489,Philips Cahier consulter,DIM1-66,garçon,DIM2-51,natural,STB,Jouets,drug,pénétrer,last,manage,issue,summer,free,33,2023-10-24,78.06,49.82,CAT042
188,ART000188,2734151488810,Coca-Cola Sac with,DIM1-100,chambre,DIM2-7,bois,Géant,Sport & Loisirs,American,instinct,troisième,enough,skill,cut,réclamer,16,2023-01-07,1599.69,1244.39,CAT028
189,ART000189,4566907826335,Nike Thé pied,DIM1-50,profiter,DIM2-44,seven,One Tech Group,Jouets,grow,haut,objet,determine,listen,maison,rire,89,2023-08-26,997.56,651.75,CAT034
190,ART000190,7553666845902,Danone Télévision corde,DIM1-55,inconnu,DIM2-11,I,UTIC,Parfumerie,menacer,quoi,cup,boy,over,purpose,better,24,2023-03-23,1093.22,678.36,CAT021
191,ART000191,0970231643348,Nivea Cahier parvenir,DIM1-38,lumière,DIM2-40,dépasser,Modern Leasing,Parfumerie,trade,include,choix,ramasser,mean,même,confier,92,2023-08-29,855.1,588.98,CAT045
192,ART000192,7299493874301,Samsung Pantalon paquet,DIM1-94,mine,DIM2-46,qualité,Arab Tunisian Bank,Informatique,whether,magazine,parent,centre,race,hand,include,36,2023-11-19,1280.74,787.67,CAT004
193,ART000193,2967629160325,IKEA Eau us,DIM1-47,reflect,DIM2-66,vin,One Tech Group,Alimentation,possible,sound,l'un,chef,it,community,despite,19,2023-12-25,1698.1,1284.21,CAT044
194,ART000194,1765636004127,LG Ordinateur religious,DIM1-9,memory,DIM2-31,author,Aziza,Santé,regarder,yeux,challenge,tend,thought,dent,servir,50,2023-05-18,1899.19,1369.35,CAT003
195,ART000195,1862104275239,Nike Jus troisième,DIM1-48,ouvrir,DIM2-48,subir,Modern Leasing,Hygiène,mémoire,life,secret,aussi,speak,étranger,when,74,2023-06-05,279.7,190.09,CAT024
196,ART000196,0600531312209,Philips Eau music,DIM1-32,immobile,DIM2-15,or,Groupe Poulina,Électronique,sonner,réalité,wrong,camera,également,lever,consumer,64,2023-11-09,1037.9,647.18,CAT036
197,ART000197,0637314950136,Danone Livre fish,DIM1-58,blue,DIM2-28,étude,Arab Tunisian Bank,Automobiles,seigneur,program,resource,inspirer,succès,today,author,89,2023-01-14,1833.38,1173.43,CAT032
198,ART000198,6838903091436,Coca-Cola Machine à laver sometimes,DIM1-10,soldat,DIM2-58,bande,One Tech Group,Téléphonie,maison,fine,crise,democratic,espace,single,center,12,2023-09-04,1621.97,1189.83,CAT021
199,ART000199,8640355338032,Apple Café seul,DIM1-71,near,DIM2-70,cover,Carrefour Tunisie,Automobiles,professional,beaucoup,available,autre,du,cependant,sauter,21,2023-07-03,1425.06,1036.79,CAT045
200,ART000200,6742336293445,Adidas Sac prove,DIM1-29,fier,DIM2-16,base,Tunisie Telecom,Vêtements,information,computer,let,mouth,soon,pluie,marcher,31,2024-10-25,1581.79,1063.25,CAT002
201,ART000201,4982824674741,Bosch Pain or,DIM1-60,away,DIM2-71,century,Leoni AG,Parfumerie,deal,discuter,agent,million,wish,yard,situation,12,2023-10-26,136.17,108.92,CAT026
202,ART000202,4916016923645,Nike Thé Mr,DIM1-68,prove,DIM2-53,same,UTIC,Maroquinerie,tendre,with,simply,établir,already,program,ville,10,2023-07-22,255.03,185.78,CAT021
203,ART000203,2439920116696,Nike Pantalon promettre,DIM1-88,nord,DIM2-67,nuage,Aziza,Vêtements,role,month,peace,similar,soldier,chien,teach,100,2023-07-28,1104.85,703.12,CAT038
204,ART000204,6402701168647,IKEA Machine à laver conference,DIM1-65,maison,DIM2-8,voie,Yazaki Tunisia,Bijouterie,douceur,court,parmi,difficile,baisser,distinguer,week,20,2023-12-09,611.73,406.51,CAT011
205,ART000205,2141614150939,Sony Café memory,DIM1-45,admettre,DIM2-67,fauteuil,Carrefour Tunisie,Hygiène,tout,chair,public,mal,work,material,PM,33,2023-09-19,396.62,259.74,CAT036
206,ART000206,5535669055108,Philips Eau truth,DIM1-79,share,DIM2-69,animer,SOTUMAG,Bijouterie,quelque,scene,lumière,present,myself,recent,absolument,83,2023-01-13,341.43,215.39,CAT038
207,ART000207,0573976915673,L'Oréal Jus matière,DIM1-93,policy,DIM2-78,vraiment,Géant,Maroquinerie,propre,conclure,style,gloire,concern,business,recognize,6,2023-07-09,1651.35,1017.64,CAT002
208,ART000208,2116025643479,Nestlé Eau tout,DIM1-74,quoi,DIM2-34,believe,Tunisie Telecom,Maroquinerie,try,rideau,tâche,huge,ready,system,enfance,54,2023-03-31,1238.13,866.21,CAT002
209,ART000209,1115931952560,Adidas Eau habitude,DIM1-38,salut,DIM2-83,mêler,Carrefour Tunisie,Jouets,front,subject,proposer,cher,act,four,gauche,32,2024-01-24,1610.35,1097.0,CAT044
210,ART000210,2942095481495,Apple Pantalon program,DIM1-89,pourquoi,DIM2-8,sea,One Tech Group,Téléphonie,artist,claim,enfin,dessiner,short,firm,amour,54,2023-09-20,971.08,648.72,CAT014
211,ART000211,7566184438617,Bosch Machine à laver idée,DIM1-92,vouloir,DIM2-41,lot,Aziza,Bébé & Enfant,rire,ouvrage,film,école,dont,livre,tuer,17,2023-10-20,1522.53,1084.54,CAT033
212,ART000212,2015720185966,Sony Cahier souffler,DIM1-60,election,DIM2-16,combat,Monoprix,Téléphonie,milieu,five,tenter,stand,pencher,face,hold,32,2023-04-04,286.05,188.23,CAT004
213,ART000213,1178309997419,Coca-Cola Chaussures marquer,DIM1-79,quite,DIM2-54,fire,Orange Tunisie,Électronique,chance,attack,monsieur,mesure,attack,écarter,détruire,42,2023-01-05,1867.83,1237.52,CAT047
214,ART000214,5102932184010,Nike Chaise président,DIM1-66,himself,DIM2-60,nord,Attijari Bank,Automobiles,étouffer,any,reason,challenge,run,necessary,police,64,2024-06-18,51.24,35.92,CAT026
215,ART000215,0303243298396,Sony Lampe fall,DIM1-75,sommeil,DIM2-46,bad,Délice Danone,Boissons,ever,rate,minute,because,require,yard,raison,37,2023-02-24,992.31,728.86,CAT042
216,ART000216,3598926256603,Adidas Stylo brûler,DIM1-2,capital,DIM2-14,valeur,UTIC,Vêtements,attorney,push,loi,star,child,fille,chaleur,34,2023-06-22,1456.38,991.29,CAT049
217,ART000217,1128497185945,IKEA Ordinateur political,DIM1-7,auquel,DIM2-73,hiver,STB,Électroménager,course,sure,me,extraordinaire,venir,titre,couleur,47,2024-03-16,1108.68,750.88,CAT005
218,ART000218,0539672757849,Nestlé Pantalon later,DIM1-71,grand,DIM2-36,grand,Arab Tunisian Bank,Parfumerie,spend,through,spectacle,bruit,certainement,riche,caresser,16,2024-03-06,261.68,177.62,CAT007
219,ART000219,0682778816092,Adidas Cahier accuser,DIM1-47,scientist,DIM2-97,election,Leoni AG,Électroménager,servir,concern,dès,lourd,problème,approach,mission,78,2023-05-13,1020.7,620.64,CAT033
220,ART000220,1538144744300,LG Ordinateur director,DIM1-92,woman,DIM2-43,peine,Attijari Bank,Bijouterie,art,according,get,health,accomplir,voice,moindre,59,2023-01-07,302.14,189.73,CAT033
221,ART000221,6731882617027,Bosch Fromage draw,DIM1-21,indicate,DIM2-51,firm,Arab Tunisian Bank,Automobiles,later,ramasser,boy,realize,color,lendemain,accept,76,2024-11-17,676.07,477.62,CAT033
222,ART000222,1340266502375,L'Oréal Café by,DIM1-39,middle,DIM2-61,such,Groupe Poulina,Santé,île,more,catch,cheval,comprendre,jeunesse,valoir,43,2023-02-10,1349.24,967.05,CAT027
223,ART000223,6906744716396,Coca-Cola Thé prince,DIM1-89,étranger,DIM2-81,speak,Groupe Poulina,Parfumerie,falloir,trace,decide,seat,vision,discours,entendre,61,2023-04-13,534.73,404.57,CAT042
224,ART000224,0432609310660,L'Oréal Pain scene,DIM1-30,endormir,DIM2-93,last,Délice Danone,Maroquinerie,ask,quickly,grain,fermer,fast,seek,employee,62,2024-11-26,345.17,256.89,CAT041
225,ART000225,2000534749169,LG Chaussures étudier,DIM1-88,himself,DIM2-32,fly,Délice Danone,Maroquinerie,chair,vague,inquiéter,site,situation,economy,develop,90,2023-03-09,224.24,154.32,CAT002
226,ART000226,2910933711899,LG T-shirt fish,DIM1-53,sort,DIM2-89,quinze,Tunisie Telecom,Informatique,attendre,distinguer,oil,vote,want,list,oncle,65,2024-01-11,1551.07,1201.4,CAT031
227,ART000227,8802942409031,Danone Thé miss,DIM1-8,dégager,DIM2-91,social,Leoni AG,Bijouterie,or,institution,design,accent,rêve,satisfaire,prison,27,2024-01-27,1123.97,781.92,CAT043
228,ART000228,4344812308340,Bosch Chaussures supporter,DIM1-23,flamme,DIM2-59,feu,STB,Librairie,surveiller,écouter,abattre,project,garden,voir,seven,70,2023-11-14,711.8,550.6,CAT050
229,ART000229,5005342408915,Nivea Jus young,DIM1-89,true,DIM2-34,ouvrir,Arab Tunisian Bank,Jouets,il,Democrat,clearly,each,home,planche,poursuivre,25,2023-12-23,1914.89,1362.67,CAT018
230,ART000230,2397240422692,Philips Lampe blanc,DIM1-99,bon,DIM2-37,else,Tunisie Telecom,Jouets,when,black,âgé,malgré,against,agir,conscience,41,2024-08-21,962.21,757.01,CAT036
231,ART000231,4290018513272,Philips Thé team,DIM1-37,gros,DIM2-16,measure,Amen Bank,Chaussures,état,recommencer,product,ami,charger,board,change,49,2024-12-09,1792.04,1368.54,CAT026
232,ART000232,0366254361725,Philips Machine à laver enfermer,DIM1-6,force,DIM2-37,ball,SOTUMAG,Santé,by,wind,atteindre,désirer,nice,plan,un,57,2023-04-27,1313.66,914.07,CAT048
233,ART000233,9451475410220,Coca-Cola Table choose,DIM1-69,likely,DIM2-35,teacher,STB,Sport & Loisirs,cinq,short,check,ici,devant,head,miss,18,2024-01-09,222.91,159.91,CAT048
234,ART000234,9523668788789,Samsung Lampe masse,DIM1-86,roman,DIM2-68,new,Orange Tunisie,Maison & Jardin,vivre,épais,able,ainsi,open,cell,bande,7,2023-10-08,204.89,152.33,CAT022
235,ART000235,4728633302129,Nivea Réfrigérateur significant,DIM1-99,vieux,DIM2-18,hot,Groupe Poulina,Chaussures,visite,tour,plaindre,appeler,lors,but,bruit,21,2024-03-18,816.78,568.06,CAT031
236,ART000236,2272847657046,Nestlé Table dame,DIM1-37,surveiller,DIM2-42,sentir,Carrefour Tunisie,Boissons,près,affirmer,there,response,once,wide,security,99,2023-11-26,183.47,118.6,CAT037
237,ART000237,4186236903622,Danone Thé victime,DIM1-5,me,DIM2-23,read,UTIC,Électronique,their,community,machine,day,boy,brusquement,player,5,2023-01-22,1994.36,1510.91,CAT026
238,ART000238,4281139043830,Danone Chaise essayer,DIM1-38,bed,DIM2-5,résister,Groupe Poulina,Automobiles,answer,hauteur,guerre,lever,information,hauteur,she,73,2023-04-11,1207.55,793.25,CAT022
239,ART000239,5681820967909,Adidas Eau color,DIM1-68,vague,DIM2-64,bar,Leoni AG,Bijouterie,entrée,usage,debout,line,inviter,here,among,60,2023-07-05,549.31,365.92,CAT008
240,ART000240,9912971024811,Nike Thé between,DIM1-83,former,DIM2-33,garde,One Tech Group,Alimentation,bientôt,part,head,boire,voyage,evening,establish,95,2024-05-20,677.54,483.46,CAT019
241,ART000241,1970546692757,LG Table hour,DIM1-79,vague,DIM2-82,move,Senia,Informatique,everyone,solitude,été,curieux,froid,cold,too,66,2023-06-23,659.21,483.76,CAT026
